symbol,direction,scenario_id,scenario_name,entry_price,stop_loss,take_profit,issued_at_tehran,status,outcome,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
LTC-USDT,LONG,B1,هایپریون (Hyperion),54.99000000,52.79040000,0.00000000,2026-09-06 07:12:50,OPEN,,,,,,10.00,,"[FAIL] Candle Strength 15m: BS15=0.485 [>= 0.6];[FAIL] Candle Strength 5m: BS5=0.937 [too high];[PASS] EMA Trend 1h: EMA21=53.99, EMA50=52.83;[PASS] EMA Trend 4h: EMA21=52.13, EMA50=50.89, EMA200=48.28;[PASS] RSI 30m: RSI=63.76;[FAIL] MACD 30m: MACD_hist=-0.0259;[FAIL] Smart Pullback: price=54.9900 EMA=54.5046 RSI=63.8 BS=0.485;[PASS] ADX: ADX=32.33 [>22], DI+=29.71, DI-=15.73;[FAIL] CCI Momentum: CCI=113.17;[PASS] SAR: SAR=54.5816, price=54.9900;[FAIL] Stochastic: K=78.34 D=78.34;[FAIL] EMA Rejection: No rejection;[FAIL] Resistance Test: No test;[PASS] Pullback: Detected;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0131 [>0.005];[PASS] Combined Range Filter: diff=0.0131, ADX=32.33, mode=OR"
DOGE-USDT,LONG,S3,کرونوس (Cronus),0.09159000,0.08792640,0.00000000,2026-09-06 07:12:51,OPEN,,,,,,10.00,,"[FAIL] Candle Strength 15m: BS15=0.845 [too high - likely end of move];[FAIL] Candle Strength 5m: BS5=0.567 [>= 0.6];[PASS] EMA Trend 1h: EMA21=0.09, EMA50=0.09;[PASS] EMA Trend 4h: EMA21=0.09, EMA50=0.09, EMA200=0.08;[FAIL] RSI 30m: RSI=65.99;[FAIL] MACD 30m: MACD_hist=-0.0001;[FAIL] Smart Pullback: price=0.0916 EMA=0.0903 RSI=66.0 BS=0.845;[PASS] ADX: ADX=43.00 [>22], DI+=35.07, DI-=13.80;[PASS] CCI Momentum: CCI=80.10;[PASS] SAR: SAR=0.0908, price=0.0916;[FAIL] Stochastic: K=94.58 D=94.58;[FAIL] EMA Rejection: No rejection;[FAIL] Resistance Test: No test;[PASS] Pullback: Detected;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0154 [>0.005];[PASS] Combined Range Filter: diff=0.0154, ADX=43.00, mode=AND"
DOGE-USDT,LONG,B1,هایپریون (Hyperion),0.09159000,0.08792640,0.00000000,2026-09-06 07:12:53,OPEN,,,,,,10.00,,"[FAIL] Candle Strength 15m: BS15=0.845 [too high - likely end of move];[FAIL] Candle Strength 5m: BS5=0.567 [>= 0.6];[PASS] EMA Trend 1h: EMA21=0.09, EMA50=0.09;[PASS] EMA Trend 4h: EMA21=0.09, EMA50=0.09, EMA200=0.08;[FAIL] RSI 30m: RSI=65.99;[FAIL] MACD 30m: MACD_hist=-0.0001;[FAIL] Smart Pullback: price=0.0916 EMA=0.0903 RSI=66.0 BS=0.845;[PASS] ADX: ADX=43.00 [>22], DI+=35.07, DI-=13.80;[PASS] CCI Momentum: CCI=80.10;[PASS] SAR: SAR=0.0908, price=0.0916;[FAIL] Stochastic: K=94.58 D=94.58;[FAIL] EMA Rejection: No rejection;[FAIL] Resistance Test: No test;[PASS] Pullback: Detected;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0154 [>0.005];[PASS] Combined Range Filter: diff=0.0154, ADX=43.00, mode=OR"
SUI-USDT,LONG,S1,پرومتئوس (Prometheus),0.80490000,0.77270400,0.00000000,2026-09-06 07:12:55,OPEN,,,,,,10.00,,"[FAIL] Candle Strength 15m: BS15=1.000 [too high - likely end of move];[FAIL] Candle Strength 5m: BS5=1.000 [too high];[PASS] EMA Trend 1h: EMA21=0.79, EMA50=0.78;[PASS] EMA Trend 4h: EMA21=0.77, EMA50=0.76, EMA200=0.73;[PASS] RSI 30m: RSI=58.21;[FAIL] MACD 30m: MACD_hist=-0.0006;[FAIL] Smart Pullback: price=0.8049 EMA=0.7989 RSI=58.2 BS=1.000;[PASS] ADX: ADX=32.99 [>22], DI+=27.79, DI-=10.52;[PASS] CCI Momentum: CCI=21.01;[PASS] SAR: SAR=0.7962, price=0.8049;[FAIL] Stochastic: K=61.50 D=61.50;[PASS] EMA Rejection: Rejected;[FAIL] Resistance Test: No test;[PASS] Pullback: Detected;[PASS] Double Top/Bottom: Pattern=double_top;[PASS] Range Filter: EMA diff=0.0086 [>0.005];[PASS] Combined Range Filter: diff=0.0086, ADX=32.99, mode=AND"
SUI-USDT,LONG,S3,کرونوس (Cronus),0.80490000,0.77270400,0.00000000,2026-09-06 07:12:57,OPEN,,,,,,10.00,,"[FAIL] Candle Strength 15m: BS15=1.000 [too high - likely end of move];[FAIL] Candle Strength 5m: BS5=1.000 [too high];[PASS] EMA Trend 1h: EMA21=0.79, EMA50=0.78;[PASS] EMA Trend 4h: EMA21=0.77, EMA50=0.76, EMA200=0.73;[PASS] RSI 30m: RSI=58.21;[FAIL] MACD 30m: MACD_hist=-0.0006;[FAIL] Smart Pullback: price=0.8049 EMA=0.7989 RSI=58.2 BS=1.000;[PASS] ADX: ADX=32.99 [>22], DI+=27.79, DI-=10.52;[PASS] CCI Momentum: CCI=21.01;[PASS] SAR: SAR=0.7962, price=0.8049;[FAIL] Stochastic: K=61.50 D=61.50;[PASS] EMA Rejection: Rejected;[FAIL] Resistance Test: No test;[PASS] Pullback: Detected;[PASS] Double Top/Bottom: Pattern=double_top;[PASS] Range Filter: EMA diff=0.0086 [>0.005];[PASS] Combined Range Filter: diff=0.0086, ADX=32.99, mode=AND"
SUI-USDT,LONG,B1,هایپریون (Hyperion),0.80490000,0.77270400,0.00000000,2026-09-06 07:12:58,OPEN,,,,,,10.00,,"[FAIL] Candle Strength 15m: BS15=1.000 [too high - likely end of move];[FAIL] Candle Strength 5m: BS5=1.000 [too high];[PASS] EMA Trend 1h: EMA21=0.79, EMA50=0.78;[PASS] EMA Trend 4h: EMA21=0.77, EMA50=0.76, EMA200=0.73;[PASS] RSI 30m: RSI=58.21;[FAIL] MACD 30m: MACD_hist=-0.0006;[FAIL] Smart Pullback: price=0.8049 EMA=0.7989 RSI=58.2 BS=1.000;[PASS] ADX: ADX=32.99 [>22], DI+=27.79, DI-=10.52;[PASS] CCI Momentum: CCI=21.01;[PASS] SAR: SAR=0.7962, price=0.8049;[FAIL] Stochastic: K=61.50 D=61.50;[PASS] EMA Rejection: Rejected;[FAIL] Resistance Test: No test;[PASS] Pullback: Detected;[PASS] Double Top/Bottom: Pattern=double_top;[PASS] Range Filter: EMA diff=0.0086 [>0.005];[PASS] Combined Range Filter: diff=0.0086, ADX=32.99, mode=OR"
NEAR-USDT,LONG,S3,کرونوس (Cronus),2.21930000,2.13052800,0.00000000,2026-09-06 07:13:00,OPEN,,,,,,10.00,,"[FAIL] Candle Strength 15m: BS15=0.547 [>= 0.6];[FAIL] Candle Strength 5m: BS5=0.407 [>= 0.6];[PASS] EMA Trend 1h: EMA21=2.20, EMA50=2.14;[PASS] EMA Trend 4h: EMA21=2.09, EMA50=1.99, EMA200=1.83;[PASS] RSI 30m: RSI=54.76;[PASS] MACD 30m: MACD_hist=0.0035;[FAIL] Smart Pullback: price=2.2193 EMA=2.2044 RSI=54.8 BS=0.547;[FAIL] ADX: ADX=13.82 [>22], DI+=20.15, DI-=14.40;[PASS] CCI Momentum: CCI=67.14;[PASS] SAR: SAR=2.2033, price=2.2193;[FAIL] Stochastic: K=75.91 D=75.91;[FAIL] EMA Rejection: No rejection;[PASS] Resistance Test: Tested;[PASS] Pullback: Detected;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0071 [>0.005];[PASS] Combined Range Filter: diff=0.0071, ADX=13.82, mode=AND"
NEAR-USDT,LONG,B1,هایپریون (Hyperion),2.21930000,2.13052800,0.00000000,2026-09-06 07:13:02,OPEN,,,,,,10.00,,"[FAIL] Candle Strength 15m: BS15=0.547 [>= 0.6];[FAIL] Candle Strength 5m: BS5=0.407 [>= 0.6];[PASS] EMA Trend 1h: EMA21=2.20, EMA50=2.14;[PASS] EMA Trend 4h: EMA21=2.09, EMA50=1.99, EMA200=1.83;[PASS] RSI 30m: RSI=54.76;[PASS] MACD 30m: MACD_hist=0.0035;[FAIL] Smart Pullback: price=2.2193 EMA=2.2044 RSI=54.8 BS=0.547;[FAIL] ADX: ADX=13.82 [>22], DI+=20.15, DI-=14.40;[PASS] CCI Momentum: CCI=67.14;[PASS] SAR: SAR=2.2033, price=2.2193;[FAIL] Stochastic: K=75.91 D=75.91;[FAIL] EMA Rejection: No rejection;[PASS] Resistance Test: Tested;[PASS] Pullback: Detected;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0071 [>0.005];[FAIL] Combined Range Filter: diff=0.0071, ADX=13.82, mode=OR"
DOT-USDT,LONG,S1,پرومتئوس (Prometheus),0.92720000,0.89011200,0.00000000,2026-09-06 07:13:03,OPEN,,,,,,10.00,,"[PASS] Candle Strength 15m: BS15=0.797 [>= 0.6];[FAIL] Candle Strength 5m: BS5=0.893 [too high];[PASS] EMA Trend 1h: EMA21=0.91, EMA50=0.90;[PASS] EMA Trend 4h: EMA21=0.89, EMA50=0.88, EMA200=0.84;[PASS] RSI 30m: RSI=60.20;[FAIL] MACD 30m: MACD_hist=0.0002;[FAIL] Smart Pullback: price=0.9272 EMA=0.9204 RSI=60.2 BS=0.797;[PASS] ADX: ADX=42.51 [>22], DI+=26.75, DI-=13.12;[PASS] CCI Momentum: CCI=71.70;[PASS] SAR: SAR=0.9207, price=0.9272;[FAIL] Stochastic: K=71.65 D=71.65;[FAIL] EMA Rejection: No rejection;[FAIL] Resistance Test: No test;[PASS] Pullback: Detected;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0102 [>0.005];[PASS] Combined Range Filter: diff=0.0102, ADX=42.51, mode=AND"
DOT-USDT,LONG,S3,کرونوس (Cronus),0.92720000,0.89011200,0.00000000,2026-09-06 07:13:05,OPEN,,,,,,10.00,,"[PASS] Candle Strength 15m: BS15=0.797 [>= 0.6];[FAIL] Candle Strength 5m: BS5=0.893 [too high];[PASS] EMA Trend 1h: EMA21=0.91, EMA50=0.90;[PASS] EMA Trend 4h: EMA21=0.89, EMA50=0.88, EMA200=0.84;[PASS] RSI 30m: RSI=60.20;[FAIL] MACD 30m: MACD_hist=0.0002;[FAIL] Smart Pullback: price=0.9272 EMA=0.9204 RSI=60.2 BS=0.797;[PASS] ADX: ADX=42.51 [>22], DI+=26.75, DI-=13.12;[PASS] CCI Momentum: CCI=71.70;[PASS] SAR: SAR=0.9207, price=0.9272;[FAIL] Stochastic: K=71.65 D=71.65;[FAIL] EMA Rejection: No rejection;[FAIL] Resistance Test: No test;[PASS] Pullback: Detected;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0102 [>0.005];[PASS] Combined Range Filter: diff=0.0102, ADX=42.51, mode=AND"
DOT-USDT,LONG,B1,هایپریون (Hyperion),0.92720000,0.89011200,0.00000000,2026-09-06 07:13:06,OPEN,,,,,,10.00,,"[PASS] Candle Strength 15m: BS15=0.797 [>= 0.6];[FAIL] Candle Strength 5m: BS5=0.893 [too high];[PASS] EMA Trend 1h: EMA21=0.91, EMA50=0.90;[PASS] EMA Trend 4h: EMA21=0.89, EMA50=0.88, EMA200=0.84;[PASS] RSI 30m: RSI=60.20;[FAIL] MACD 30m: MACD_hist=0.0002;[FAIL] Smart Pullback: price=0.9272 EMA=0.9204 RSI=60.2 BS=0.797;[PASS] ADX: ADX=42.51 [>22], DI+=26.75, DI-=13.12;[PASS] CCI Momentum: CCI=71.70;[PASS] SAR: SAR=0.9207, price=0.9272;[FAIL] Stochastic: K=71.65 D=71.65;[FAIL] EMA Rejection: No rejection;[FAIL] Resistance Test: No test;[PASS] Pullback: Detected;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0102 [>0.005];[PASS] Combined Range Filter: diff=0.0102, ADX=42.51, mode=OR"
ADA-USDT,LONG,S3,کرونوس (Cronus),0.22320000,0.21427200,0.00000000,2026-09-06 07:13:24,OPEN,,,,,,10.00,,"[FAIL] Candle Strength 15m: BS15=0.913 [too high - likely end of move];[PASS] Candle Strength 5m: BS5=0.750 [>= 0.6];[PASS] EMA Trend 1h: EMA21=0.22, EMA50=0.22;[PASS] EMA Trend 4h: EMA21=0.21, EMA50=0.21, EMA200=0.20;[FAIL] RSI 30m: RSI=68.40;[FAIL] MACD 30m: MACD_hist=0.0001;[FAIL] Smart Pullback: price=0.2232 EMA=0.2200 RSI=68.4 BS=0.913;[PASS] ADX: ADX=35.19 [>22], DI+=29.04, DI-=11.54;[FAIL] CCI Momentum: CCI=193.30;[PASS] SAR: SAR=0.2207, price=0.2232;[FAIL] Stochastic: K=96.30 D=96.30;[FAIL] EMA Rejection: No rejection;[FAIL] Resistance Test: No test;[PASS] Pullback: Detected;[PASS] Double Top/Bottom: Pattern=double_top;[PASS] Range Filter: EMA diff=0.0091 [>0.005];[PASS] Combined Range Filter: diff=0.0091, ADX=35.19, mode=AND"
ADA-USDT,LONG,B1,هایپریون (Hyperion),0.22320000,0.21427200,0.00000000,2026-09-06 07:13:37,OPEN,,,,,,10.00,,"[FAIL] Candle Strength 15m: BS15=0.913 [too high - likely end of move];[PASS] Candle Strength 5m: BS5=0.750 [>= 0.6];[PASS] EMA Trend 1h: EMA21=0.22, EMA50=0.22;[PASS] EMA Trend 4h: EMA21=0.21, EMA50=0.21, EMA200=0.20;[FAIL] RSI 30m: RSI=68.40;[FAIL] MACD 30m: MACD_hist=0.0001;[FAIL] Smart Pullback: price=0.2232 EMA=0.2200 RSI=68.4 BS=0.913;[PASS] ADX: ADX=35.19 [>22], DI+=29.04, DI-=11.54;[FAIL] CCI Momentum: CCI=193.30;[PASS] SAR: SAR=0.2207, price=0.2232;[FAIL] Stochastic: K=96.30 D=96.30;[FAIL] EMA Rejection: No rejection;[FAIL] Resistance Test: No test;[PASS] Pullback: Detected;[PASS] Double Top/Bottom: Pattern=double_top;[PASS] Range Filter: EMA diff=0.0091 [>0.005];[PASS] Combined Range Filter: diff=0.0091, ADX=35.19, mode=OR"
LINK-USDT,LONG,S1,پرومتئوس (Prometheus),12.25890000,11.76854400,0.00000000,2026-09-06 07:13:40,OPEN,,,,,,10.00,,"[PASS] Candle Strength 15m: BS15=0.753 [>= 0.6];[FAIL] Candle Strength 5m: BS5=0.835 [too high];[PASS] EMA Trend 1h: EMA21=12.02, EMA50=11.86;[PASS] EMA Trend 4h: EMA21=11.75, EMA50=11.56, EMA200=10.31;[PASS] RSI 30m: RSI=64.29;[PASS] MACD 30m: MACD_hist=0.0086;[FAIL] Smart Pullback: price=12.2589 EMA=12.1159 RSI=64.3 BS=0.753;[PASS] ADX: ADX=46.07 [>22], DI+=36.76, DI-=12.45;[PASS] CCI Momentum: CCI=96.53;[PASS] SAR: SAR=12.1952, price=12.2589;[FAIL] Stochastic: K=58.72 D=58.72;[FAIL] EMA Rejection: No rejection;[FAIL] Resistance Test: No test;[PASS] Pullback: Detected;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0111 [>0.005];[PASS] Combined Range Filter: diff=0.0111, ADX=46.07, mode=AND"
LINK-USDT,LONG,S3,کرونوس (Cronus),12.25890000,11.76854400,0.00000000,2026-09-06 07:13:42,OPEN,,,,,,10.00,,"[PASS] Candle Strength 15m: BS15=0.753 [>= 0.6];[FAIL] Candle Strength 5m: BS5=0.835 [too high];[PASS] EMA Trend 1h: EMA21=12.02, EMA50=11.86;[PASS] EMA Trend 4h: EMA21=11.75, EMA50=11.56, EMA200=10.31;[PASS] RSI 30m: RSI=64.29;[PASS] MACD 30m: MACD_hist=0.0086;[FAIL] Smart Pullback: price=12.2589 EMA=12.1159 RSI=64.3 BS=0.753;[PASS] ADX: ADX=46.07 [>22], DI+=36.76, DI-=12.45;[PASS] CCI Momentum: CCI=96.53;[PASS] SAR: SAR=12.1952, price=12.2589;[FAIL] Stochastic: K=58.72 D=58.72;[FAIL] EMA Rejection: No rejection;[FAIL] Resistance Test: No test;[PASS] Pullback: Detected;[FAIL] Double Top/Bottom: No pattern;[PASS] Range Filter: EMA diff=0.0111 [>0.005];[PASS] Combined Range Filter: diff=0.0111, ADX=46.07, mode=AND"
