symbol,direction,scenario_id,scenario_name,entry_price,stop_loss,take_profit,issued_at_tehran,status,outcome,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source
BTC-USDT,LONG,B1,هایپریون (Hyperion),80843.00000000,77609.28000000,0.00000000,2026-09-04 11:49:06,CLOSED,TRAIL_STOP,2026-09-04 08:45:14,81104.90000000,0.200000,0.123961,10.00,0.323961,titan_signal
XAUT-USDT,LONG,S3,کرونوس (Cronus),4476.37000000,4297.31520000,0.00000000,2026-09-04 11:49:09,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:20,4430.22000000,0.200000,-1.230969,10.00,-1.030969,titan_signal
DOT-USDT,SHORT,S3,کرونوس (Cronus),0.87690000,0.91197600,0.00000000,2026-09-04 11:49:11,CLOSED,TRAIL_STOP,2026-09-04 08:45:15,0.87303000,0.200000,0.241327,10.00,0.441327,titan_signal
INJ-USDT,SHORT,S2,ایاپتوس (Iapetus),4.82000000,5.01280000,0.00000000,2026-09-04 11:49:15,CLOSED,TRAIL_STOP,2026-09-04 12:48:34,4.67780000,0.200000,2.750207,10.00,2.950207,titan_signal
INJ-USDT,SHORT,S3,کرونوس (Cronus),4.82000000,5.01280000,0.00000000,2026-09-04 11:49:16,CLOSED,TRAIL_STOP,2026-09-04 08:45:16,4.80290000,0.200000,0.154772,10.00,0.354772,titan_signal
INJ-USDT,SHORT,B2,اطلس (Atlas),4.82000000,5.01280000,0.00000000,2026-09-04 11:49:18,CLOSED,TRAIL_STOP,2026-09-04 12:48:35,4.67780000,0.200000,2.750207,10.00,2.950207,titan_signal
BTC-USDT,LONG,S1,پرومتئوس (Prometheus),81025.90000000,77784.86400000,0.00000000,2026-09-04 12:15:31,CLOSED,TRAIL_STOP,2026-09-04 09:17:31,81258.82000000,0.200000,0.087464,10.00,0.287464,titan_signal
BTC-USDT,LONG,B1,هایپریون (Hyperion),81025.90000000,77784.86400000,0.00000000,2026-09-04 12:15:33,CLOSED,TRAIL_STOP,2026-09-04 09:17:32,81258.82000000,0.200000,0.087464,10.00,0.287464,titan_signal
ETH-USDT,LONG,S1,پرومتئوس (Prometheus),2518.14000000,2417.41440000,0.00000000,2026-09-04 12:15:34,CLOSED,TRAIL_STOP,2026-09-04 09:17:33,2540.73900000,0.200000,0.697448,10.00,0.897448,titan_signal
ETH-USDT,LONG,S3,کرونوس (Cronus),2518.14000000,2417.41440000,0.00000000,2026-09-04 12:15:36,CLOSED,TRAIL_STOP,2026-09-04 09:17:33,2540.73900000,0.200000,0.697448,10.00,0.897448,titan_signal
ETH-USDT,LONG,B1,هایپریون (Hyperion),2518.14000000,2417.41440000,0.00000000,2026-09-04 12:15:37,CLOSED,TRAIL_STOP,2026-09-04 09:17:34,2540.73900000,0.200000,0.697448,10.00,0.897448,titan_signal
BNB-USDT,LONG,B1,هایپریون (Hyperion),716.77200000,688.10112000,0.00000000,2026-09-04 12:15:39,CLOSED,TRAIL_STOP,2026-09-04 09:17:34,719.78340000,0.200000,0.220134,10.00,0.420134,titan_signal
SOL-USDT,LONG,B1,هایپریون (Hyperion),103.83000000,99.67680000,0.00000000,2026-09-04 12:15:40,CLOSED,TRAIL_STOP,2026-09-04 09:17:35,104.50500000,0.200000,0.450101,10.00,0.650101,titan_signal
XRP-USDT,LONG,B1,هایپریون (Hyperion),1.44861000,1.39066560,0.00000000,2026-09-04 12:15:43,CLOSED,TRAIL_STOP,2026-09-04 09:17:36,1.45935600,0.200000,0.541815,10.00,0.741815,titan_signal
LINK-USDT,LONG,S1,پرومتئوس (Prometheus),11.96420000,11.48563200,0.00000000,2026-09-04 12:15:46,CLOSED,TRAIL_STOP,2026-09-04 09:17:36,12.12152000,0.200000,1.114923,10.00,1.314923,titan_signal
LINK-USDT,LONG,S3,کرونوس (Cronus),11.96420000,11.48563200,0.00000000,2026-09-04 12:15:48,CLOSED,TRAIL_STOP,2026-09-04 09:17:37,12.12152000,0.200000,1.114923,10.00,1.314923,titan_signal
LINK-USDT,LONG,B1,هایپریون (Hyperion),11.96420000,11.48563200,0.00000000,2026-09-04 12:15:49,CLOSED,TRAIL_STOP,2026-09-04 09:17:37,12.12152000,0.200000,1.114923,10.00,1.314923,titan_signal
INJ-USDT,SHORT,S3,کرونوس (Cronus),4.81200000,5.00448000,0.00000000,2026-09-04 12:16:08,CLOSED,TRAIL_STOP,2026-09-04 12:48:35,4.67700000,0.200000,2.605486,10.00,2.805486,titan_signal
BTC-USDT,LONG,S1,پرومتئوس (Prometheus),81290.40000000,78038.78400000,0.00000000,2026-09-04 12:49:00,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:20,79713.50000000,0.200000,-2.139835,10.00,-1.939835,titan_signal
BTC-USDT,LONG,B1,هایپریون (Hyperion),81290.40000000,78038.78400000,0.00000000,2026-09-04 12:49:02,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:21,79713.50000000,0.200000,-2.139835,10.00,-1.939835,titan_signal
ETH-USDT,LONG,S3,کرونوس (Cronus),2546.52000000,2444.65920000,0.00000000,2026-09-04 12:49:03,CLOSED,STOP_HIT,2026-09-04 12:48:36,2444.65920000,0.200000,-4.200000,10.00,-4.000000,titan_signal
ETH-USDT,LONG,B1,هایپریون (Hyperion),2546.52000000,2444.65920000,0.00000000,2026-09-04 12:49:05,CLOSED,STOP_HIT,2026-09-04 12:48:37,2444.65920000,0.200000,-4.200000,10.00,-4.000000,titan_signal
BNB-USDT,LONG,B1,هایپریون (Hyperion),720.38300000,691.56768000,0.00000000,2026-09-04 12:49:06,CLOSED,TRAIL_STOP,2026-09-04 11:16:24,723.54740000,0.200000,0.239266,10.00,0.439266,titan_signal
SOL-USDT,LONG,S3,کرونوس (Cronus),104.75000000,100.56000000,0.00000000,2026-09-04 12:49:24,CLOSED,STOP_HIT,2026-09-04 12:48:37,100.56000000,0.200000,-4.200000,10.00,-4.000000,titan_signal
SOL-USDT,LONG,B1,هایپریون (Hyperion),104.75000000,100.56000000,0.00000000,2026-09-04 12:49:40,CLOSED,STOP_HIT,2026-09-04 12:48:37,100.56000000,0.200000,-4.200000,10.00,-4.000000,titan_signal
XRP-USDT,LONG,S3,کرونوس (Cronus),1.46002000,1.40161920,0.00000000,2026-09-04 12:49:42,CLOSED,STOP_HIT,2026-09-04 12:48:38,1.40161920,0.200000,-4.200000,10.00,-4.000000,titan_signal
XRP-USDT,LONG,B1,هایپریون (Hyperion),1.46002000,1.40161920,0.00000000,2026-09-04 12:49:44,CLOSED,STOP_HIT,2026-09-04 12:48:38,1.40161920,0.200000,-4.200000,10.00,-4.000000,titan_signal
LTC-USDT,LONG,S3,کرونوس (Cronus),51.41000000,49.35360000,0.00000000,2026-09-04 12:49:45,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:21,50.65000000,0.200000,-1.678312,10.00,-1.478312,titan_signal
LTC-USDT,LONG,B1,هایپریون (Hyperion),51.41000000,49.35360000,0.00000000,2026-09-04 12:49:47,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:22,50.65000000,0.200000,-1.678312,10.00,-1.478312,titan_signal
DOGE-USDT,LONG,S3,کرونوس (Cronus),0.08828000,0.08474880,0.00000000,2026-09-04 12:49:48,CLOSED,STOP_HIT,2026-09-04 12:48:39,0.08474880,0.200000,-4.200000,10.00,-4.000000,titan_signal
DOGE-USDT,LONG,B1,هایپریون (Hyperion),0.08828000,0.08474880,0.00000000,2026-09-04 12:49:49,CLOSED,STOP_HIT,2026-09-04 12:48:39,0.08474880,0.200000,-4.200000,10.00,-4.000000,titan_signal
SUI-USDT,LONG,S3,کرونوس (Cronus),0.78090000,0.74966400,0.00000000,2026-09-04 12:49:52,CLOSED,STOP_HIT,2026-09-04 12:48:40,0.74966400,0.200000,-4.200000,10.00,-4.000000,titan_signal
SUI-USDT,LONG,B1,هایپریون (Hyperion),0.78090000,0.74966400,0.00000000,2026-09-04 12:49:53,CLOSED,STOP_HIT,2026-09-04 12:48:40,0.74966400,0.200000,-4.200000,10.00,-4.000000,titan_signal
NEAR-USDT,LONG,S3,کرونوس (Cronus),1.99810000,1.91817600,0.00000000,2026-09-04 12:49:55,CLOSED,TRAIL_STOP,2026-09-04 09:43:58,2.02006000,0.200000,0.899044,10.00,1.099044,titan_signal
NEAR-USDT,LONG,B1,هایپریون (Hyperion),1.99810000,1.91817600,0.00000000,2026-09-04 12:49:56,CLOSED,TRAIL_STOP,2026-09-04 09:43:58,2.02006000,0.200000,0.899044,10.00,1.099044,titan_signal
ADA-USDT,LONG,S1,پرومتئوس (Prometheus),0.22390000,0.21494400,0.00000000,2026-09-04 12:49:57,CLOSED,STOP_HIT,2026-09-04 12:48:41,0.21494400,0.200000,-4.200000,10.00,-4.000000,titan_signal
ADA-USDT,LONG,B1,هایپریون (Hyperion),0.22390000,0.21494400,0.00000000,2026-09-04 12:49:59,CLOSED,STOP_HIT,2026-09-04 12:48:41,0.21494400,0.200000,-4.200000,10.00,-4.000000,titan_signal
LINK-USDT,LONG,S3,کرونوس (Cronus),12.12070000,11.63587200,0.00000000,2026-09-04 12:50:01,CLOSED,STOP_HIT,2026-09-04 12:48:42,11.63587200,0.200000,-4.200000,10.00,-4.000000,titan_signal
LINK-USDT,LONG,B1,هایپریون (Hyperion),12.12070000,11.63587200,0.00000000,2026-09-04 12:50:02,CLOSED,STOP_HIT,2026-09-04 12:48:42,11.63587200,0.200000,-4.200000,10.00,-4.000000,titan_signal
AVAX-USDT,LONG,S1,پرومتئوس (Prometheus),7.52500000,7.22400000,0.00000000,2026-09-04 12:50:04,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:22,7.38600000,0.200000,-2.047176,10.00,-1.847176,titan_signal
AVAX-USDT,LONG,S3,کرونوس (Cronus),7.52500000,7.22400000,0.00000000,2026-09-04 12:50:05,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:23,7.38600000,0.200000,-2.047176,10.00,-1.847176,titan_signal
AVAX-USDT,LONG,B1,هایپریون (Hyperion),7.52500000,7.22400000,0.00000000,2026-09-04 12:50:07,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:23,7.38600000,0.200000,-2.047176,10.00,-1.847176,titan_signal
POL-USDT,LONG,S3,کرونوس (Cronus),0.09560000,0.09177600,0.00000000,2026-09-04 12:50:09,CLOSED,TRAIL_STOP,2026-09-04 12:22:43,0.09587000,0.200000,0.082427,10.00,0.282427,titan_signal
POL-USDT,LONG,B1,هایپریون (Hyperion),0.09560000,0.09177600,0.00000000,2026-09-04 12:50:10,CLOSED,TRAIL_STOP,2026-09-04 12:22:44,0.09587000,0.200000,0.082427,10.00,0.282427,titan_signal
PEPE-USDT,LONG,S3,کرونوس (Cronus),0.00000369,0.00000355,0.00000000,2026-09-04 12:50:29,CLOSED,TRAIL_STOP,2026-09-04 12:48:43,0.00000371,0.200000,0.287409,10.00,0.487409,titan_signal
PEPE-USDT,LONG,B1,هایپریون (Hyperion),0.00000369,0.00000355,0.00000000,2026-09-04 12:50:41,CLOSED,TRAIL_STOP,2026-09-04 12:48:44,0.00000371,0.200000,0.287409,10.00,0.487409,titan_signal
SHIB-USDT,LONG,S3,کرونوس (Cronus),0.00000537,0.00000515,0.00000000,2026-09-04 12:50:43,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:24,0.00000522,0.200000,-2.958107,10.00,-2.758107,titan_signal
SHIB-USDT,LONG,B1,هایپریون (Hyperion),0.00000537,0.00000515,0.00000000,2026-09-04 12:50:44,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:24,0.00000522,0.200000,-2.958107,10.00,-2.758107,titan_signal
BTC-USDT,LONG,S3,کرونوس (Cronus),81165.50000000,77918.88000000,0.00000000,2026-09-04 13:14:10,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:25,79715.20000000,0.200000,-1.986843,10.00,-1.786843,titan_signal
ETH-USDT,LONG,S1,پرومتئوس (Prometheus),2530.75000000,2429.52000000,0.00000000,2026-09-04 13:14:11,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:25,2455.35000000,0.200000,-3.179354,10.00,-2.979354,titan_signal
NEAR-USDT,LONG,S3,کرونوس (Cronus),2.01910000,1.93833600,0.00000000,2026-09-04 13:14:15,CLOSED,TRAIL_STOP,2026-09-04 10:17:48,2.03494000,0.200000,0.584508,10.00,0.784508,titan_signal
NEAR-USDT,LONG,B1,هایپریون (Hyperion),2.01910000,1.93833600,0.00000000,2026-09-04 13:14:17,CLOSED,TRAIL_STOP,2026-09-04 10:17:49,2.03494000,0.200000,0.584508,10.00,0.784508,titan_signal
LINK-USDT,LONG,S1,پرومتئوس (Prometheus),12.06910000,11.58633600,0.00000000,2026-09-04 13:14:19,CLOSED,STOP_HIT,2026-09-04 12:48:45,11.58633600,0.200000,-4.200000,10.00,-4.000000,titan_signal
ATOM-USDT,LONG,S3,کرونوس (Cronus),1.52220000,1.46131200,0.00000000,2026-09-04 13:14:21,CLOSED,TRAIL_STOP,2026-09-04 10:17:49,1.52715000,0.200000,0.125187,10.00,0.325187,titan_signal
ATOM-USDT,LONG,B1,هایپریون (Hyperion),1.52220000,1.46131200,0.00000000,2026-09-04 13:14:22,CLOSED,TRAIL_STOP,2026-09-04 10:17:50,1.52715000,0.200000,0.125187,10.00,0.325187,titan_signal
FIL-USDT,SHORT,B2,اطلس (Atlas),0.77410000,0.80506400,0.00000000,2026-09-04 13:14:24,CLOSED,TRAIL_STOP,2026-09-04 12:48:45,0.74053000,0.200000,4.136649,10.00,4.336649,titan_signal
NEAR-USDT,LONG,S1,پرومتئوس (Prometheus),1.99780000,1.91788800,0.00000000,2026-09-04 13:47:59,CLOSED,TRAIL_STOP,2026-09-04 10:43:46,2.01184000,0.200000,0.502773,10.00,0.702773,titan_signal
NEAR-USDT,LONG,S3,کرونوس (Cronus),1.99780000,1.91788800,0.00000000,2026-09-04 13:48:01,CLOSED,TRAIL_STOP,2026-09-04 10:43:46,2.01184000,0.200000,0.502773,10.00,0.702773,titan_signal
NEAR-USDT,LONG,B1,هایپریون (Hyperion),1.99780000,1.91788800,0.00000000,2026-09-04 13:48:02,CLOSED,TRAIL_STOP,2026-09-04 10:43:47,2.01184000,0.200000,0.502773,10.00,0.702773,titan_signal
ATOM-USDT,LONG,S3,کرونوس (Cronus),1.51970000,1.45891200,0.00000000,2026-09-04 13:48:04,CLOSED,TRAIL_STOP,2026-09-04 10:43:47,1.52537000,0.200000,0.173100,10.00,0.373100,titan_signal
ATOM-USDT,LONG,B1,هایپریون (Hyperion),1.51970000,1.45891200,0.00000000,2026-09-04 13:48:06,CLOSED,TRAIL_STOP,2026-09-04 10:43:48,1.52537000,0.200000,0.173100,10.00,0.373100,titan_signal
NEAR-USDT,LONG,S1,پرومتئوس (Prometheus),2.00600000,1.92576000,0.00000000,2026-09-04 14:13:59,CLOSED,TRAIL_STOP,2026-09-04 11:16:31,2.01797000,0.200000,0.396710,10.00,0.596710,titan_signal
NEAR-USDT,LONG,S3,کرونوس (Cronus),2.00600000,1.92576000,0.00000000,2026-09-04 14:14:01,CLOSED,TRAIL_STOP,2026-09-04 11:16:31,2.01797000,0.200000,0.396710,10.00,0.596710,titan_signal
NEAR-USDT,LONG,B1,هایپریون (Hyperion),2.00600000,1.92576000,0.00000000,2026-09-04 14:14:02,CLOSED,TRAIL_STOP,2026-09-04 11:16:31,2.01797000,0.200000,0.396710,10.00,0.596710,titan_signal
ATOM-USDT,LONG,S1,پرومتئوس (Prometheus),1.52660000,1.46553600,0.00000000,2026-09-04 14:14:05,CLOSED,TRAIL_STOP,2026-09-04 11:16:32,1.53245000,0.200000,0.183205,10.00,0.383205,titan_signal
ATOM-USDT,LONG,S3,کرونوس (Cronus),1.52660000,1.46553600,0.00000000,2026-09-04 14:14:07,CLOSED,TRAIL_STOP,2026-09-04 11:16:32,1.53245000,0.200000,0.183205,10.00,0.383205,titan_signal
ATOM-USDT,LONG,B1,هایپریون (Hyperion),1.52660000,1.46553600,0.00000000,2026-09-04 14:14:08,CLOSED,TRAIL_STOP,2026-09-04 11:16:33,1.53245000,0.200000,0.183205,10.00,0.383205,titan_signal
BNB-USDT,LONG,S1,پرومتئوس (Prometheus),723.97500000,695.01600000,0.00000000,2026-09-04 14:46:45,CLOSED,TRAIL_STOP,2026-09-04 12:48:46,726.93060000,0.200000,0.208246,10.00,0.408246,titan_signal
BNB-USDT,LONG,S3,کرونوس (Cronus),723.97500000,695.01600000,0.00000000,2026-09-04 14:46:46,CLOSED,TRAIL_STOP,2026-09-04 12:48:46,726.93060000,0.200000,0.208246,10.00,0.408246,titan_signal
BNB-USDT,LONG,B1,هایپریون (Hyperion),723.97500000,695.01600000,0.00000000,2026-09-04 14:46:48,CLOSED,TRAIL_STOP,2026-09-04 12:48:47,726.93060000,0.200000,0.208246,10.00,0.408246,titan_signal
NEAR-USDT,LONG,S3,کرونوس (Cronus),2.01910000,1.93833600,0.00000000,2026-09-04 14:46:52,CLOSED,TRAIL_STOP,2026-09-04 11:42:47,2.02864000,0.200000,0.272488,10.00,0.472488,titan_signal
NEAR-USDT,LONG,B1,هایپریون (Hyperion),2.01910000,1.93833600,0.00000000,2026-09-04 14:46:53,CLOSED,TRAIL_STOP,2026-09-04 11:42:48,2.02864000,0.200000,0.272488,10.00,0.472488,titan_signal
ADA-USDT,LONG,S3,کرونوس (Cronus),0.22110000,0.21225600,0.00000000,2026-09-04 14:46:55,CLOSED,TRAIL_STOP,2026-09-04 11:42:48,0.22191000,0.200000,0.166350,10.00,0.366350,titan_signal
ATOM-USDT,LONG,S3,کرونوس (Cronus),1.53300000,1.47168000,0.00000000,2026-09-04 14:46:57,CLOSED,STOP_HIT,2026-09-04 15:17:27,1.47168000,0.200000,-4.200000,10.00,-4.000000,titan_signal
ATOM-USDT,LONG,B1,هایپریون (Hyperion),1.53300000,1.47168000,0.00000000,2026-09-04 14:46:59,CLOSED,STOP_HIT,2026-09-04 15:17:27,1.47168000,0.200000,-4.200000,10.00,-4.000000,titan_signal
FIL-USDT,SHORT,S2,ایاپتوس (Iapetus),0.77110000,0.80194400,0.00000000,2026-09-04 14:47:00,CLOSED,TRAIL_STOP,2026-09-04 12:48:48,0.74023000,0.200000,3.803372,10.00,4.003372,titan_signal
NEAR-USDT,LONG,S3,کرونوس (Cronus),2.02680000,1.94572800,0.00000000,2026-09-04 15:12:57,CLOSED,STOP_HIT,2026-09-04 12:48:48,1.94572800,0.200000,-4.200000,10.00,-4.000000,titan_signal
NEAR-USDT,LONG,B1,هایپریون (Hyperion),2.02680000,1.94572800,0.00000000,2026-09-04 15:12:59,CLOSED,STOP_HIT,2026-09-04 12:48:48,1.94572800,0.200000,-4.200000,10.00,-4.000000,titan_signal
ADA-USDT,LONG,S3,کرونوس (Cronus),0.22180000,0.21292800,0.00000000,2026-09-04 15:13:00,CLOSED,STOP_HIT,2026-09-04 12:48:49,0.21292800,0.200000,-4.200000,10.00,-4.000000,titan_signal
NEAR-USDT,LONG,S1,پرومتئوس (Prometheus),2.01020000,1.92979200,0.00000000,2026-09-04 15:52:55,CLOSED,STOP_HIT,2026-09-04 12:48:49,1.92979200,0.200000,-4.200000,10.00,-4.000000,titan_signal
ATOM-USDT,LONG,S1,پرومتئوس (Prometheus),1.52060000,1.45977600,0.00000000,2026-09-04 15:52:57,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:26,1.50320000,0.200000,-1.344285,10.00,-1.144285,titan_signal
FIL-USDT,SHORT,S3,کرونوس (Cronus),0.76910000,0.79986400,0.00000000,2026-09-04 15:52:59,CLOSED,TRAIL_STOP,2026-09-04 12:48:50,0.74003000,0.200000,3.579743,10.00,3.779743,titan_signal
INJ-USDT,SHORT,S2,ایاپتوس (Iapetus),4.82300000,5.01592000,0.00000000,2026-09-04 15:53:01,CLOSED,TRAIL_STOP,2026-09-04 12:48:50,4.67810000,0.200000,2.804354,10.00,3.004354,titan_signal
INJ-USDT,SHORT,B2,اطلس (Atlas),4.82300000,5.01592000,0.00000000,2026-09-04 15:53:03,CLOSED,TRAIL_STOP,2026-09-04 12:48:51,4.67810000,0.200000,2.804354,10.00,3.004354,titan_signal
POL-USDT,LONG,S3,کرونوس (Cronus),0.09460000,0.09081600,0.00000000,2026-09-04 15:53:04,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:26,0.09320000,0.200000,-1.679915,10.00,-1.479915,titan_signal
ETH-USDT,LONG,S3,کرونوس (Cronus),2446.81000000,2348.93760000,0.00000000,2026-09-04 16:20:25,CLOSED,TRAIL_STOP,2026-09-04 13:17:31,2453.97400000,0.200000,0.092789,10.00,0.292789,titan_signal
ETH-USDT,LONG,B1,هایپریون (Hyperion),2446.81000000,2348.93760000,0.00000000,2026-09-04 16:20:43,CLOSED,TRAIL_STOP,2026-09-04 13:17:31,2453.97400000,0.200000,0.092789,10.00,0.292789,titan_signal
XRP-USDT,LONG,S3,کرونوس (Cronus),1.41143000,1.35497280,0.00000000,2026-09-04 16:20:57,CLOSED,TRAIL_STOP,2026-09-04 14:16:24,1.42119500,0.200000,0.491852,10.00,0.691852,titan_signal
DOGE-USDT,LONG,S3,کرونوس (Cronus),0.08500000,0.08160000,0.00000000,2026-09-04 16:20:58,CLOSED,TRAIL_STOP,2026-09-04 13:43:46,0.08536900,0.200000,0.234118,10.00,0.434118,titan_signal
NEAR-USDT,LONG,S3,کرونوس (Cronus),1.95470000,1.87651200,0.00000000,2026-09-04 16:21:01,CLOSED,TRAIL_STOP,2026-09-04 13:43:46,1.96460000,0.200000,0.306472,10.00,0.506472,titan_signal
NEAR-USDT,LONG,B1,هایپریون (Hyperion),1.95470000,1.87651200,0.00000000,2026-09-04 16:21:02,CLOSED,TRAIL_STOP,2026-09-04 13:43:47,1.96460000,0.200000,0.306472,10.00,0.506472,titan_signal
FIL-USDT,SHORT,S2,ایاپتوس (Iapetus),0.74800000,0.77792000,0.00000000,2026-09-04 16:21:05,CLOSED,TRAIL_STOP,2026-09-04 15:17:28,0.74107000,0.200000,0.726471,10.00,0.926471,titan_signal
FIL-USDT,SHORT,S3,کرونوس (Cronus),0.74800000,0.77792000,0.00000000,2026-09-04 16:21:06,CLOSED,TRAIL_STOP,2026-09-04 13:17:33,0.74557000,0.200000,0.124866,10.00,0.324866,titan_signal
INJ-USDT,SHORT,S2,ایاپتوس (Iapetus),4.71600000,4.90464000,0.00000000,2026-09-04 16:21:09,CLOSED,TRAIL_STOP,2026-09-04 14:43:34,4.68360000,0.200000,0.487023,10.00,0.687023,titan_signal
INJ-USDT,SHORT,S3,کرونوس (Cronus),4.71600000,4.90464000,0.00000000,2026-09-04 16:21:10,CLOSED,TRAIL_STOP,2026-09-04 14:43:34,4.68360000,0.200000,0.487023,10.00,0.687023,titan_signal
ETH-USDT,LONG,S3,کرونوس (Cronus),2454.33000000,2356.15680000,0.00000000,2026-09-04 16:47:39,CLOSED,TRAIL_STOP,2026-09-04 14:16:25,2462.78100000,0.200000,0.144330,10.00,0.344330,titan_signal
ETH-USDT,LONG,B1,هایپریون (Hyperion),2454.33000000,2356.15680000,0.00000000,2026-09-04 16:47:40,CLOSED,TRAIL_STOP,2026-09-04 14:16:26,2462.78100000,0.200000,0.144330,10.00,0.344330,titan_signal
BNB-USDT,LONG,S3,کرونوس (Cronus),716.30900000,687.65664000,0.00000000,2026-09-04 16:47:42,CLOSED,TRAIL_STOP,2026-09-04 14:16:26,718.27730000,0.200000,0.074784,10.00,0.274784,titan_signal
BNB-USDT,LONG,B1,هایپریون (Hyperion),716.30900000,687.65664000,0.00000000,2026-09-04 16:47:43,CLOSED,TRAIL_STOP,2026-09-04 14:16:26,718.27730000,0.200000,0.074784,10.00,0.274784,titan_signal
SOL-USDT,LONG,S3,کرونوس (Cronus),101.46000000,97.40160000,0.00000000,2026-09-04 16:47:44,CLOSED,TRAIL_STOP,2026-09-04 13:43:48,101.78400000,0.200000,0.119338,10.00,0.319338,titan_signal
XRP-USDT,LONG,B1,هایپریون (Hyperion),1.41036000,1.35394560,0.00000000,2026-09-04 16:47:47,CLOSED,TRAIL_STOP,2026-09-04 14:16:27,1.42108800,0.200000,0.560657,10.00,0.760657,titan_signal
ADA-USDT,LONG,S3,کرونوس (Cronus),0.21430000,0.20572800,0.00000000,2026-09-04 16:47:49,CLOSED,TRAIL_STOP,2026-09-04 13:43:49,0.21502000,0.200000,0.135978,10.00,0.335978,titan_signal
LINK-USDT,LONG,S3,کرونوس (Cronus),11.61700000,11.15232000,0.00000000,2026-09-04 16:47:52,CLOSED,TRAIL_STOP,2026-09-04 14:16:27,11.71159000,0.200000,0.614238,10.00,0.814238,titan_signal
LINK-USDT,LONG,B1,هایپریون (Hyperion),11.61700000,11.15232000,0.00000000,2026-09-04 16:47:53,CLOSED,TRAIL_STOP,2026-09-04 14:16:28,11.71159000,0.200000,0.614238,10.00,0.814238,titan_signal
FIL-USDT,SHORT,S3,کرونوس (Cronus),0.74950000,0.77948000,0.00000000,2026-09-04 16:47:54,CLOSED,TRAIL_STOP,2026-09-04 14:43:35,0.74536000,0.200000,0.352368,10.00,0.552368,titan_signal
FIL-USDT,SHORT,B2,اطلس (Atlas),0.74950000,0.77948000,0.00000000,2026-09-04 16:47:56,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:27,0.75240000,0.200000,-0.586925,10.00,-0.386925,titan_signal
INJ-USDT,SHORT,B2,اطلس (Atlas),4.72500000,4.91400000,0.00000000,2026-09-04 16:47:58,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:27,4.77000000,0.200000,-1.152381,10.00,-0.952381,titan_signal
BTC-USDT,LONG,B1,هایپریون (Hyperion),79397.30000000,76221.40800000,0.00000000,2026-09-04 17:13:59,CLOSED,TRAIL_STOP,2026-09-04 16:42:13,79803.29000000,0.200000,0.311340,10.00,0.511340,titan_signal
SOL-USDT,LONG,S3,کرونوس (Cronus),101.75000000,97.68000000,0.00000000,2026-09-04 17:14:00,CLOSED,TRAIL_STOP,2026-09-04 17:15:30,102.02900000,0.200000,0.074201,10.00,0.274201,titan_signal
DOGE-USDT,LONG,S3,کرونوس (Cronus),0.08521000,0.08180160,0.00000000,2026-09-04 17:14:03,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:28,0.08480000,0.200000,-0.681164,10.00,-0.481164,titan_signal
DOGE-USDT,LONG,B1,هایپریون (Hyperion),0.08521000,0.08180160,0.00000000,2026-09-04 17:14:04,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:28,0.08480000,0.200000,-0.681164,10.00,-0.481164,titan_signal
NEAR-USDT,LONG,S3,کرونوس (Cronus),1.97000000,1.89120000,0.00000000,2026-09-04 17:14:07,CLOSED,TRAIL_STOP,2026-09-04 14:16:30,1.97927000,0.200000,0.270558,10.00,0.470558,titan_signal
NEAR-USDT,LONG,B1,هایپریون (Hyperion),1.97000000,1.89120000,0.00000000,2026-09-04 17:14:08,CLOSED,TRAIL_STOP,2026-09-04 14:16:30,1.97927000,0.200000,0.270558,10.00,0.470558,titan_signal
DOT-USDT,SHORT,S3,کرونوس (Cronus),0.85830000,0.89263200,0.00000000,2026-09-04 17:14:10,CLOSED,TRAIL_STOP,2026-09-04 14:16:31,0.85587000,0.200000,0.083118,10.00,0.283118,titan_signal
DOT-USDT,SHORT,B2,اطلس (Atlas),0.85830000,0.89263200,0.00000000,2026-09-04 17:14:11,CLOSED,EOD_FORCE_CLOSE,2026-09-04 19:33:29,0.87480000,0.200000,-2.122405,10.00,-1.922405,titan_signal
