signal_id,symbol,direction,scenario_id,scenario_name,entry_price,stop_loss,take_profit,issued_at_tehran,status,outcome,hit_time_tehran,hit_price,broker_fee,final_pnl_usd,position_size_usd,return_pct,signal_source,telegram_message_id,initial_sl,trail_activate,trail_lock,sl_pct,leverage,margin_usd,position_usd,max_hold_candles
20260926-121715-001,SOL-USDT,LONG,S3,کرونوس (Cronus),120.89000000,116.05440000,0.00000000,2026-09-26 12:17:15,CLOSED,TRAIL_STOP,2026-09-26 16:56:04,121.38500000,0.200000,0.209463,10.00,0.409463,titan_signal,15493,116.05440000,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260926-121716-002,SOL-USDT,LONG,B1,هایپریون (Hyperion),120.89000000,116.05440000,0.00000000,2026-09-26 12:17:16,CLOSED,TRAIL_STOP,2026-09-26 16:56:05,121.38500000,0.200000,0.209463,10.00,0.409463,titan_signal,15494,116.05440000,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260926-121720-003,LTC-USDT,LONG,S1,پرومتئوس (Prometheus),73.60000000,70.65600000,0.00000000,2026-09-26 12:17:20,CLOSED,TRAIL_STOP,2026-09-26 16:56:05,74.16700000,0.200000,0.570380,10.00,0.770380,titan_signal,15495,70.65600000,0.003000,0.9000,0.0400,10,10.00,100.00,72
20260926-121721-004,LTC-USDT,LONG,S3,کرونوس (Cronus),73.60000000,70.65600000,0.00000000,2026-09-26 12:17:21,CLOSED,TRAIL_STOP,2026-09-26 16:56:06,74.16700000,0.200000,0.570380,10.00,0.770380,titan_signal,15496,70.65600000,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260926-121723-005,LTC-USDT,LONG,B1,هایپریون (Hyperion),73.60000000,70.65600000,0.00000000,2026-09-26 12:17:23,CLOSED,TRAIL_STOP,2026-09-26 16:56:06,74.16700000,0.200000,0.570380,10.00,0.770380,titan_signal,15497,70.65600000,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260926-121724-006,DOGE-USDT,LONG,S3,کرونوس (Cronus),0.09795000,0.09403200,0.00000000,2026-09-26 12:17:24,OPEN,,,,,,10.00,,titan_signal,15498,0.09403200,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260926-121726-007,DOGE-USDT,LONG,B1,هایپریون (Hyperion),0.09795000,0.09403200,0.00000000,2026-09-26 12:17:26,OPEN,,,,,,10.00,,titan_signal,15499,0.09403200,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260926-121729-008,SUI-USDT,LONG,S1,پرومتئوس (Prometheus),1.16680000,1.12012800,0.00000000,2026-09-26 12:17:29,CLOSED,TRAIL_STOP,2026-09-26 16:56:07,1.18795000,0.200000,1.612650,10.00,1.812650,titan_signal,15500,1.12012800,0.003000,0.9000,0.0400,10,10.00,100.00,72
20260926-121730-009,SUI-USDT,LONG,S3,کرونوس (Cronus),1.16680000,1.12012800,0.00000000,2026-09-26 12:17:30,CLOSED,TRAIL_STOP,2026-09-26 16:56:08,1.18795000,0.200000,1.612650,10.00,1.812650,titan_signal,15501,1.12012800,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260926-121732-010,SUI-USDT,LONG,B1,هایپریون (Hyperion),1.16680000,1.12012800,0.00000000,2026-09-26 12:17:32,CLOSED,TRAIL_STOP,2026-09-26 16:56:08,1.18795000,0.200000,1.612650,10.00,1.812650,titan_signal,15502,1.12012800,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260926-121734-011,NEAR-USDT,LONG,S3,کرونوس (Cronus),4.86880000,4.67404800,0.00000000,2026-09-26 12:17:34,CLOSED,TRAIL_STOP,2026-09-26 16:56:09,4.90021000,0.200000,0.445128,10.00,0.645128,titan_signal,15503,4.67404800,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260926-121735-012,NEAR-USDT,LONG,B1,هایپریون (Hyperion),4.86880000,4.67404800,0.00000000,2026-09-26 12:17:35,CLOSED,TRAIL_STOP,2026-09-26 16:56:09,4.90021000,0.200000,0.445128,10.00,0.645128,titan_signal,15504,4.67404800,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260926-121736-013,DOT-USDT,LONG,S1,پرومتئوس (Prometheus),1.22670000,1.17763200,0.00000000,2026-09-26 12:17:36,CLOSED,TRAIL_STOP,2026-09-26 16:56:10,1.23444000,0.200000,0.430961,10.00,0.630961,titan_signal,15505,1.17763200,0.003000,0.9000,0.0400,10,10.00,100.00,72
20260926-121738-014,DOT-USDT,LONG,S3,کرونوس (Cronus),1.22670000,1.17763200,0.00000000,2026-09-26 12:17:38,CLOSED,TRAIL_STOP,2026-09-26 16:56:10,1.23444000,0.200000,0.430961,10.00,0.630961,titan_signal,15506,1.17763200,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260926-121739-015,DOT-USDT,LONG,B1,هایپریون (Hyperion),1.22670000,1.17763200,0.00000000,2026-09-26 12:17:39,CLOSED,TRAIL_STOP,2026-09-26 16:56:10,1.23444000,0.200000,0.430961,10.00,0.630961,titan_signal,15507,1.17763200,0.003000,0.9000,0.0400,10,10.00,100.00,96
20260926-121741-016,ADA-USDT,LONG,S3,کرونوس (Cronus),0.25570000,0.24547200,0.00000000,2026-09-26 12:17:41,CLOSED,TRAIL_STOP,2026-09-26 16:56:11,0.25714000,0.200000,0.363160,10.00,0.563160,titan_signal,15508,0.24547200,0.003000,0.9000,0.0400,10,10.00,100.00,120
20260926-121742-017,ADA-USDT,LONG,B1,هایپریون (Hyperion),0.25570000,0.24547200,0.00000000,2026-09-26 12:17:42,CLOSED,TRAIL_STOP,2026-09-26 16:56:11,0.25714000,0.200000,0.363160,10.00,0.563160,titan_signal,15509,0.24547200,0.003000,0.9000,0.0400,10,10.00,100.00,96
